longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
8.8,50.2,103279.9,0.94583595,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,1.7934738,1.3061147,4.523336,0.9114065,280.04608
8.8,50.2,103246.06,0.9571891,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,1.8432989,1.655724,4.5944405,1.8706465,279.81833
8.8,50.2,103194.37,0.9559683,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,1.8050404,1.8446565,4.6084375,2.3110418,279.32523
8.8,50.2,103127.86,0.96365917,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,1.8628731,2.4645915,4.8990154,3.2859726,278.40283
8.8,50.2,103040.445,0.97960544,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,2.25658,2.6539454,5.5064855,3.6798391,277.86084
8.8,50.2,102974.055,0.93220913,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,2.2752645,2.477665,5.5613537,3.1701927,277.9878
8.8,50.2,102934.695,0.99753547,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,2.8656025,2.0829306,6.4330873,2.384081,278.3287
8.8,50.2,102922.06,0.99892414,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,2.6560702,1.2943063,5.5988655,1.2771406,278.94382
8.8,50.2,102908.79,0.9791782,2019-01-01 08:00:00,9788.0,9616.0,34576.0,0.0,2.6418347,1.2917762,5.349719,1.3166356,278.91122
8.8,50.2,102863.49,0.69203824,2019-01-01 09:00:00,182224.0,104174.0,310304.0,0.0,4.012024,0.05232811,6.4398055,-0.70842695,279.42404
8.8,50.2,102787.12,0.9844885,2019-01-01 10:00:00,618962.0,385708.0,884812.0,2051.2031,4.7820883,0.33277512,7.413437,0.033320427,279.52237
8.8,50.2,102717.97,0.8265822,2019-01-01 11:00:00,1227382.0,652282.0,1516062.0,2051.2031,4.6379514,1.6801839,7.8882155,2.065957,279.63452
8.8,50.2,102646.3,0.9686643,2019-01-01 12:00:00,1906582.0,1020360.0,2259022.0,3509.5234,5.2149434,1.8450785,8.104889,2.405181,280.00754
8.8,50.2,102613.05,0.99092805,2019-01-01 13:00:00,2502954.0,1150710.0,2755512.0,3509.5234,4.8434796,2.2183042,7.9050117,2.82123,279.6454
8.8,50.2,102618.04,0.998039,2019-01-01 14:00:00,2899030.0,1227637.0,3126104.0,3509.5234,4.2006474,2.3444,7.242674,2.9104996,279.82028
8.8,50.2,102603.18,0.98007846,2019-01-01 15:00:00,3047370.0,1255951.0,3330906.0,3509.5234,3.5542562,1.8261008,6.5064316,1.8230362,279.93048
8.8,50.2,102600.83,0.91546935,2019-01-01 16:00:00,3053394.0,1259156.0,3356618.0,3509.5234,3.6134233,0.6376815,6.5607395,-0.07488489,280.06436
8.8,50.2,102610.23,0.67767894,2019-01-01 17:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.2211113,-1.7391567,6.9302607,-3.818248,280.26694
8.8,50.2,102686.13,0.69141257,2019-01-01 18:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.2206664,-3.878986,6.8787518,-6.7863197,279.07178
8.8,50.2,102739.06,0.87867844,2019-01-01 19:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.328769,-2.7445474,6.9588146,-5.2865944,278.43887
8.8,50.2,102739.766,0.4892534,2019-01-01 20:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.362134,-2.7580426,6.9269013,-5.1967835,278.3297
8.8,50.2,102759.51,0.7462404,2019-01-01 21:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.326545,-3.1877797,7.085907,-5.973157,277.60886
8.8,50.2,102781.48,0.296723,2019-01-01 22:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.3696966,-3.2873065,7.12006,-6.0737877,277.3208
8.8,50.2,102817.49,0.3530004,2019-01-01 23:00:00,3053394.0,1259156.0,3356618.0,3509.5234,4.2602596,-3.3902073,6.9621735,-6.309675,276.87762
8.8,50.2,102885.25,0.8237589,2019-01-02 00:00:00,0.0,0.0,0.0,-0.0078125,4.2328367,-3.7202775,6.6902103,-6.647764,276.68326
8.8,50.2,102907.336,0.025910795,2019-01-02 01:00:00,0.0,0.0,0.0,-0.0078125,4.5171733,-4.056892,6.9734807,-7.0805483,276.77798
8.8,50.2,102968.43,0.016892374,2019-01-02 02:00:00,0.0,0.0,0.0,-0.0078125,4.270878,-3.5367477,7.0130315,-6.6653094,275.8639
8.8,50.2,102956.49,0.2888947,2019-01-02 03:00:00,0.0,0.0,0.0,-0.0078125,4.626021,-3.5680506,7.596675,-6.712097,275.64764
8.8,50.2,102965.91,0.43149567,2019-01-02 04:00:00,0.0,0.0,0.0,-0.0078125,4.9625597,-3.8986616,7.8631988,-7.0114307,276.0069
8.8,50.2,102938.03,0.829054,2019-01-02 05:00:00,0.0,0.0,0.0,-0.0078125,4.870095,-3.8935158,7.7032137,-7.0199375,276.13458
8.8,50.2,102963.836,0.21897525,2019-01-02 06:00:00,0.0,0.0,0.0,-0.0078125,4.4144344,-4.166238,6.8787007,-7.2373924,276.7592
8.8,50.2,103031.08,0.20537895,2019-01-02 07:00:00,0.0,0.0,0.0,-0.0078125,3.958219,-3.5251698,6.497444,-6.622244,276.13113
8.8,50.2,103088.91,0.26908776,2019-01-02 08:00:00,11232.0,21341.0,50484.0,797.4922,3.6411176,-3.4908652,5.9084554,-6.5355806,276.00653
8.8,50.2,103142.06,0.5301795,2019-01-02 09:00:00,191684.0,221622.0,422508.0,3948.0547,3.250155,-4.025589,4.9884505,-6.7562256,276.84393
8.8,50.2,103184.32,0.49676096,2019-01-02 10:00:00,635704.0,569240.0,1035304.0,7548.375,2.519322,-3.9814215,3.7755547,-6.1198096,277.25037
8.8,50.2,103198.41,0.38130686,2019-01-02 11:00:00,1292374.0,1143405.0,1921486.0,11148.6875,1.9800825,-6.206935,3.0144663,-9.243406,277.796
8.8,50.2,103225.02,0.21346653,2019-01-02 12:00:00,2030658.0,1809091.0,2912520.0,14746.6875,1.3253314,-6.965925,1.843972,-10.18022,278.03217
8.8,50.2,103247.26,0.19829848,2019-01-02 13:00:00,2706048.0,2482986.0,3882582.0,18347.004,1.1440115,-6.5469794,1.6013215,-9.61877,278.02948
8.8,50.2,103315.17,0.25544566,2019-01-02 14:00:00,3171782.0,2968502.0,4618868.0,21947.32,1.1834409,-5.730529,1.7181928,-8.897285,277.59583
8.8,50.2,103393.91,0.11466062,2019-01-02 15:00:00,3358224.0,3185199.0,4995554.0,25281.031,1.3239429,-4.759708,1.9840038,-8.182713,276.73425
8.8,50.2,103474.94,0.036561996,2019-01-02 16:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.5072067,-3.8587825,2.4436498,-7.518118,275.49234
8.8,50.2,103534.4,0.022370577,2019-01-02 17:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.7174046,-3.1195176,3.0404773,-6.8179007,274.57748
8.8,50.2,103565.31,0.01831153,2019-01-02 18:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.6990781,-2.446289,3.3070006,-6.1203413,273.71133
8.8,50.2,103592.59,0.004089564,2019-01-02 19:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.7201812,-2.3914018,3.421734,-6.1203413,273.14575
8.8,50.2,103616.24,0.1747987,2019-01-02 20:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.5010979,-2.2777677,3.130625,-6.0326147,272.55414
8.8,50.2,103608.76,0.25042528,2019-01-02 21:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.5166476,-1.8292345,3.1388202,-5.302092,271.6941
8.8,50.2,103594.52,6.1035156e-05,2019-01-02 22:00:00,3368708.0,3205720.0,5039048.0,26180.531,1.8362482,-1.6692891,3.4042747,-4.5157433,270.8314
8.8,50.2,103623.06,0.004364252,2019-01-02 23:00:00,3368708.0,3205720.0,5039048.0,26180.531,2.1375225,-1.9595921,3.5090313,-4.004802,270.24857
8.8,50.2,103788.875,-2.9802322e-08,2019-01-03 00:00:00,0.0,0.0,0.0,-0.0078125,1.1080666,-1.7211514,2.1320589,-4.990316,270.45493
8.8,50.2,103841.27,0.28190586,2019-01-03 01:00:00,0.0,0.0,0.0,-0.0078125,1.5986431,-1.660018,2.4313858,-3.8673024,269.7883
8.8,50.2,103889.91,0.4454125,2019-01-03 02:00:00,0.0,0.0,0.0,-0.0078125,1.364681,-1.4283307,1.9981847,-2.7599406,270.00687
8.8,50.2,103849.24,0.6469766,2019-01-03 03:00:00,0.0,0.0,0.0,-0.0078125,1.0634379,-0.5024679,1.8758745,-1.4815276,271.0289
8.8,50.2,103799.17,0.42929834,2019-01-03 04:00:00,0.0,0.0,0.0,-0.0078125,0.8670044,0.538574,2.4144847,-0.7531619,270.67728
