longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
9.8,49.2,103398.22,0.99999225,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,2.5577548,0.16956758,4.9499645,-0.12520027,277.89542
9.8,49.2,103372.73,1.0000075,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,2.0959833,0.5419502,4.266911,0.41258,278.04758
9.8,49.2,103313.914,1.0000075,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,2.29039,1.1635718,4.200285,1.4838128,278.08167
9.8,49.2,103252.35,0.99999225,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,2.6311579,1.3938332,5.0916142,1.9415212,278.09503
9.8,49.2,103169.164,0.99999225,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,3.315363,1.5418587,5.9868627,2.0318727,277.99817
9.8,49.2,103088.734,1.0000075,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,3.6539063,1.6046953,6.408452,2.2455778,277.9972
9.8,49.2,103024.93,0.99999225,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,4.7304835,1.0429587,8.020906,1.305274,277.99817
9.8,49.2,103022.76,0.99999225,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,5.472966,0.16872406,8.961506,-0.08191824,277.60687
9.8,49.2,103029.93,0.99999225,2019-01-01 08:00:00,22590.0,9082.0,51422.0,0.0,5.5646086,0.39012957,9.12611,0.21402311,277.36774
9.8,49.2,102995.97,1.0000075,2019-01-01 09:00:00,249994.0,85476.0,307644.0,0.0,5.582848,0.18053246,8.967104,-0.060277462,277.16074
9.8,49.2,102925.12,0.99999225,2019-01-01 10:00:00,757512.0,290616.0,819206.0,0.0,6.4543424,0.09618759,9.939056,0.02953291,276.76004
9.8,49.2,102901.15,0.99999225,2019-01-01 11:00:00,1467586.0,512852.0,1432724.0,0.0,7.042901,-0.50308275,11.044819,-0.9513483,276.77338
9.8,49.2,102851.56,0.98131454,2019-01-01 12:00:00,2240160.0,680596.0,2005458.0,0.0,6.62873,-0.37319183,10.795673,-1.0444045,276.95816
