longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
13.8,49.2,103117.81,0.99999225,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,3.448823,-0.29728127,6.524907,-1.0141072,277.56982
13.8,49.2,103126.92,0.99954975,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,3.6289937,-0.35547924,6.60497,-1.1266408,277.76596
13.8,49.2,103083.04,0.9994887,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,3.6165376,0.08522272,6.65144,-0.33565998,277.8979
13.8,49.2,102975.99,0.9984053,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,3.7940392,0.046002388,6.947057,-0.15712118,277.9122
13.8,49.2,102886.875,0.9987563,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,4.0600696,-0.06828499,7.296982,-0.092739105,277.77634
13.8,49.2,102789.17,0.99999225,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,3.99156,0.16661549,7.0646315,0.32817984,277.49918
13.8,49.2,102729.195,0.99501765,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,4.336332,-0.0923233,7.5226135,-0.029438972,277.3317
13.8,49.2,102707.63,0.9977033,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,4.7073507,-0.21167135,8.159197,-0.35946512,277.11777
13.8,49.2,102641.6,0.9828252,2019-01-01 08:00:00,63252.0,38464.0,114368.0,0.0,5.4404907,0.31084538,9.230808,0.42989302,277.44482
13.8,49.2,102530.39,0.9984053,2019-01-01 09:00:00,383274.0,170416.0,470776.0,0.0,4.9871716,0.17378473,9.1333885,0.38228226,277.59848
13.8,49.2,102426.99,0.9996718,2019-01-01 10:00:00,978140.0,358996.0,989430.0,0.0,4.2237806,0.005517006,7.2661886,0.45369816,277.81982
13.8,49.2,102393.33,0.90069807,2019-01-01 11:00:00,1734900.0,580164.0,1564826.0,0.0,6.2630496,-0.9901743,9.908262,-1.5416079,277.98187
13.8,49.2,102280.945,0.9894479,2019-01-01 12:00:00,2505214.0,865971.0,2240404.0,0.0,6.1246963,-0.25806093,9.766053,-0.3556776,277.92703
13.8,49.2,102207.21,0.98734206,2019-01-01 13:00:00,3148270.0,1059892.0,2793634.0,0.0,5.901373,0.70178366,9.69103,1.1159143,277.66864
13.8,49.2,102125.375,0.99784064,2019-01-01 14:00:00,3529286.0,1149107.0,3159796.0,0.0,6.4547873,1.3942552,11.04258,2.3467503,277.25558
13.8,49.2,102099.12,0.99423945,2019-01-01 15:00:00,3641482.0,1180626.0,3333566.0,0.0,6.996635,0.54827595,11.586224,0.9141116,277.22842
13.8,49.2,102017.63,0.9370769,2019-01-01 16:00:00,3642236.0,1180626.0,3338000.0,0.0,7.5011134,0.7814894,12.4999485,1.3079791,277.06638
13.8,49.2,102005.3,0.99980915,2019-01-01 17:00:00,3642236.0,1180626.0,3338000.0,0.0,8.154178,0.44284487,13.4618225,0.61979294,276.96213
13.8,49.2,102018.39,0.99297285,2019-01-01 18:00:00,3642236.0,1180626.0,3338000.0,0.0,8.139052,-0.5275426,13.222754,-0.99517107,276.7996
13.8,49.2,101998.125,0.8822492,2019-01-01 19:00:00,3642236.0,1180626.0,3338000.0,0.0,7.8716874,-1.5021477,12.849314,-2.4494507,276.41125
13.8,49.2,101920.11,0.9298439,2019-01-01 20:00:00,3642236.0,1180626.0,3338000.0,0.0,8.950933,-1.547272,14.395702,-2.6150048,276.4073
13.8,49.2,101969.81,0.97397465,2019-01-01 21:00:00,3642236.0,1180626.0,3338000.0,0.0,7.362315,-3.1970577,12.077799,-5.392094,275.0313
13.8,49.2,101993.31,0.82540715,2019-01-01 22:00:00,3642236.0,1180626.0,3338000.0,0.0,7.4268208,-3.6626413,11.843208,-5.91148,274.53183
13.8,49.2,102013.516,0.726647,2019-01-01 23:00:00,3642236.0,1180626.0,3338000.0,0.0,7.2786803,-3.5639577,11.770985,-5.7957,274.06543
