longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
7.8,48.2,103501.266,0.7771716,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,-0.53896224,0.99530363,0.62321115,1.9090595,277.65924
7.8,48.2,103494.27,0.78391635,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,-0.67954004,1.5418587,0.3387921,2.8601847,278.15778
7.8,48.2,103467.55,0.93075943,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,-0.45354784,1.5996346,0.60865426,3.4607239,277.5901
7.8,48.2,103417.08,0.91144085,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,-0.14970386,1.3807597,1.6354743,3.2167206,276.5229
7.8,48.2,103369.555,0.9879677,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,-0.14792442,1.3596735,2.286055,2.7357483,276.15927
7.8,48.2,103313.21,0.96567345,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,-0.28093946,1.8104968,1.8734235,3.1361074,276.68643
7.8,48.2,103263.75,0.94791126,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,-0.2680384,2.1326942,1.6108396,3.9211378,276.52734
7.8,48.2,103254.58,0.87831223,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,-0.2280004,1.7902541,1.473669,3.5905704,276.85986
7.8,48.2,103303.11,0.71227247,2019-01-01 08:00:00,19578.0,22972.0,61174.0,0.0,0.17949748,1.9547267,2.0229115,3.260003,276.9789
7.8,48.2,103287.54,0.89282405,2019-01-01 09:00:00,245476.0,168814.0,414036.0,1711.2109,1.2382803,1.9020109,2.5413604,3.364421,277.49573
7.8,48.2,103248.945,0.9946667,2019-01-01 10:00:00,767302.0,381968.0,947760.0,1711.2109,1.446033,1.8370657,2.6673334,2.5215015,277.806
7.8,48.2,103221.86,0.92499137,2019-01-01 11:00:00,1510508.0,621298.0,1583444.0,1711.2109,1.953181,1.036211,3.5737793,1.1408019,278.3144
7.8,48.2,103161.64,0.80212104,2019-01-01 12:00:00,2337296.0,950377.0,2324630.0,1711.2109,3.2477431,-0.3955431,4.868782,-0.73385525,278.6874
7.8,48.2,103175.74,0.99999225,2019-01-01 13:00:00,3094808.0,1247938.0,3015282.0,1711.2109,2.4625533,0.19107533,4.1515756,-0.08300018,278.90527
7.8,48.2,103170.04,0.94211257,2019-01-01 14:00:00,3637718.0,1440257.0,3536594.0,1711.2109,2.5813327,0.7743201,4.357052,0.62844944,279.03967
7.8,48.2,103144.484,0.9884865,2019-01-01 15:00:00,3885452.0,1564196.0,3872612.0,2520.4453,2.0821924,1.4376926,4.1011863,1.7489157,278.5866
7.8,48.2,103162.055,0.9801395,2019-01-01 16:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.1377404,2.3591604,3.3190339,3.3627977,278.09256
7.8,48.2,103173.21,1.0000075,2019-01-01 17:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.2596338,2.6733446,3.5149918,4.24413,277.91666
7.8,48.2,103158.0,1.0000075,2019-01-01 18:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.8504168,2.804501,4.228279,4.4875917,278.07623
7.8,48.2,103145.31,0.99999225,2019-01-01 19:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.8682115,3.115312,4.03624,5.159006,277.95667
7.8,48.2,103136.555,0.9999312,2019-01-01 20:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.7934738,2.848782,3.753501,4.8695574,277.6716
7.8,48.2,103139.26,0.99892414,2019-01-01 21:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.7351964,2.0411801,4.070953,3.290841,277.36826
7.8,48.2,103146.37,0.9829168,2019-01-01 22:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.7943636,0.829988,4.3251386,0.50996494,277.4794
7.8,48.2,103173.86,0.578049,2019-01-01 23:00:00,3910302.0,1581291.0,3944424.0,2520.4453,1.7512115,-3.219409,2.7927465,-6.183616,277.59552
7.8,48.2,103206.04,0.6475563,2019-01-02 00:00:00,0.0,0.0,0.0,-0.0078125,1.7846012,-1.5938189,3.2336,-3.6677198,277.55902
7.8,48.2,103255.195,0.24142212,2019-01-02 01:00:00,0.0,0.0,0.0,-0.0078125,2.155016,-3.0980773,3.845749,-5.6343894,277.04562
7.8,48.2,103315.914,0.8750006,2019-01-02 02:00:00,0.0,0.0,0.0,-0.0078125,2.163346,-2.4938867,4.1760526,-5.100587,275.86313
7.8,48.2,103339.34,0.43967482,2019-01-02 03:00:00,0.0,0.0,0.0,-0.0078125,1.9920223,-4.2108335,3.572099,-7.325651,276.05753
7.8,48.2,103347.87,0.1917521,2019-01-02 04:00:00,0.0,0.0,0.0,-0.0078125,2.1880589,-3.6203651,3.8158183,-6.5733294,275.47125
7.8,48.2,103352.24,0.032823384,2019-01-02 05:00:00,0.0,0.0,0.0,-0.0078125,1.6357689,-3.0011666,3.2980928,-5.8380213,274.71323
7.8,48.2,103412.81,0.2644641,2019-01-02 06:00:00,0.0,0.0,0.0,-0.0078125,0.9951792,-2.4681582,2.2804577,-5.1845913,274.06677
7.8,48.2,103485.836,0.4603363,2019-01-02 07:00:00,0.0,0.0,0.0,-0.0078125,-0.2829461,-1.5590855,1.080389,-2.7957711,273.2263
7.8,48.2,103540.4,0.5113949,2019-01-02 08:00:00,20216.0,31191.0,72230.0,943.5469,0.1810441,-0.027812243,0.80139494,-1.2049963,273.79913
7.8,48.2,103583.99,0.49483827,2019-01-02 09:00:00,253832.0,248709.0,481536.0,4138.1562,0.5198045,0.902272,1.7025149,-0.09485674,274.70633
7.8,48.2,103579.4,0.7443174,2019-01-02 10:00:00,784708.0,641062.0,1168890.0,7738.4766,1.2200935,0.49061656,1.9669006,0.19224834,275.41107
7.8,48.2,103525.42,0.87486327,2019-01-02 11:00:00,1541714.0,1131913.0,2010026.0,11338.789,1.7759933,-0.2070539,2.6047041,-0.60845566,276.06787
7.8,48.2,103463.52,0.33612317,2019-01-02 12:00:00,2381082.0,1656418.0,2914850.0,14939.105,2.4135287,-2.3695326,3.5895584,-3.8320076,276.8309
7.8,48.2,103425.86,0.28253147,2019-01-02 13:00:00,3165792.0,2358632.0,3960250.0,18539.422,2.4907215,-4.201829,3.746337,-6.619585,277.13535
7.8,48.2,103459.74,0.37216634,2019-01-02 14:00:00,3740846.0,2908172.0,4796726.0,22139.738,1.991467,-4.567602,3.2332435,-7.612756,276.5441
7.8,48.2,103508.52,0.15828782,2019-01-02 15:00:00,4006658.0,3213518.0,5302340.0,25740.055,1.7257347,-3.459991,2.8822734,-6.2862244,276.07516
7.8,48.2,103570.055,0.03573799,2019-01-02 16:00:00,4037358.0,3261125.0,5404084.0,27089.305,1.2431405,-2.2400324,2.3916278,-5.269128,274.87656
7.8,48.2,103637.74,0.37668318,2019-01-02 17:00:00,4037358.0,3261125.0,5404084.0,27089.305,0.8782792,-1.6195474,2.0741513,-4.7369204,273.65112
7.8,48.2,103687.34,0.20907176,2019-01-02 18:00:00,4037358.0,3261125.0,5404084.0,27089.305,0.44566584,-2.102385,1.4124746,-5.1601343,273.5936
7.8,48.2,103718.41,0.1335215,2019-01-02 19:00:00,4037358.0,3261125.0,5404084.0,27089.305,-0.1482749,-2.5209017,0.42476988,-5.783259,272.8463
7.8,48.2,103776.83,0.13046956,2019-01-02 20:00:00,4037358.0,3261125.0,5404084.0,27089.305,-0.46204472,-2.0637922,-0.03024435,-5.520079,271.99893
7.8,48.2,103827.31,0.060000747,2019-01-02 21:00:00,4037358.0,3261125.0,5404084.0,27089.305,-1.5596828,-0.81424594,-0.7211385,-3.2748113,270.1163
7.8,48.2,103837.4,0.16420853,2019-01-02 22:00:00,4037358.0,3261125.0,5404084.0,27089.305,-0.5206332,0.5210619,-0.62386465,-1.0141246,270.16537
7.8,48.2,103859.49,0.16843545,2019-01-02 23:00:00,4037358.0,3261125.0,5404084.0,27089.305,-0.38762856,0.66085315,-0.23904467,-0.43087602,269.77045
7.8,48.2,103894.49,0.087010235,2019-01-03 00:00:00,0.0,0.0,0.0,-0.0078125,-1.3444779,-0.4541812,-0.35817957,-2.4681473,271.54727
7.8,48.2,103920.73,0.0260939,2019-01-03 01:00:00,0.0,0.0,0.0,-0.0078125,-1.468559,-0.5024679,-0.7019825,-2.354113,270.43875
7.8,48.2,103939.14,0.012680709,2019-01-03 02:00:00,0.0,0.0,0.0,-0.0078125,-1.1977446,0.3715644,-1.1596456,-1.3809092,269.89566
7.8,48.2,103940.73,0.011139482,2019-01-03 03:00:00,0.0,0.0,0.0,-0.0078125,-0.99590135,0.21651554,-0.8576503,-1.7056831,270.52286
7.8,48.2,103932.305,0.00790444,2019-01-03 04:00:00,0.0,0.0,0.0,-0.0078125,-1.0314014,0.012294054,-0.8994584,-1.770526,271.5544
7.8,48.2,103895.47,0.3913935,2019-01-03 05:00:00,0.0,0.0,0.0,-0.0078125,-0.5966108,-0.18262434,-0.4626994,-1.328923,271.1144
7.8,48.2,103947.266,0.0019532144,2019-01-03 06:00:00,0.0,0.0,0.0,-0.0078125,-0.54623437,-0.21053314,-0.30925512,-1.0538993,268.77432
7.8,48.2,103936.14,0.09770721,2019-01-03 07:00:00,0.0,0.0,0.0,-0.0078125,-0.10941529,0.030014038,0.12928295,-0.4854052,268.36713
7.8,48.2,103995.0,0.10324645,2019-01-03 08:00:00,22122.0,37638.0,80046.0,1304.5234,-0.32207704,0.10931039,0.17064619,-0.3216207,269.02377
7.8,48.2,103984.17,0.1985274,2019-01-03 09:00:00,266220.0,355286.0,592042.0,4905.504,-0.03740096,0.12127137,0.56515217,-0.19137573,271.45984
7.8,48.2,103932.91,0.472422,2019-01-03 10:00:00,820782.0,957079.0,1482368.0,8504.406,0.610728,-0.24242902,0.96544075,-0.44962978,273.19174
7.8,48.2,103902.914,0.7572272,2019-01-03 11:00:00,1601900.0,1683367.0,2548648.0,12105.395,0.17390871,-0.4736731,0.14662886,-0.68384695,274.28696
7.8,48.2,103870.14,0.9212832,2019-01-03 12:00:00,2466926.0,2234701.0,3474466.0,15704.293,0.01635623,-0.7363701,-0.1015501,-1.0052669,274.63998
7.8,48.2,103816.46,0.8034028,2019-01-03 13:00:00,3254146.0,2578405.0,4185068.0,18907.254,0.02954197,0.014952183,-0.061965942,-0.094670296,274.51028
7.8,48.2,103821.73,0.9610344,2019-01-03 14:00:00,3822440.0,2882404.0,4795232.0,20914.055,0.01635623,0.19658065,-0.13090467,0.22115993,274.50696
7.8,48.2,103841.5,0.9962994,2019-01-03 15:00:00,4083320.0,2995732.0,5115418.0,20914.055,0.3260517,-0.3208394,0.1986661,-0.26851654,273.8085
7.8,48.2,103832.77,0.9958416,2019-01-03 16:00:00,4112308.0,3006899.0,5181872.0,20914.055,0.05050397,0.5279422,0.19199467,0.44419718,273.75668
7.8,48.2,103843.08,0.9995039,2019-01-03 17:00:00,4112308.0,3006899.0,5181872.0,20914.055,-0.03638649,0.4995904,0.40948486,0.1099205,273.7472
