longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
6.8,49.2,103468.016,0.8180673,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,1.7681165,0.123178005,3.542986,-1.1001306,276.91568
6.8,49.2,103462.08,1.0000075,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,2.053276,-0.6241174,4.2954645,-2.1816425,277.03326
6.8,49.2,103437.41,1.0000075,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,2.0425992,-0.525434,3.9707344,-2.0382705,276.82477
6.8,49.2,103424.42,0.99999225,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,2.7187967,-0.6654465,4.383926,-1.4912925,276.99176
6.8,49.2,103362.445,0.99999225,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,2.7752948,-0.18721104,4.7640843,-0.9031968,276.9824
6.8,49.2,103290.24,1.0000075,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,2.8015418,0.12655163,5.4275427,-0.78795815,277.14294
6.8,49.2,103247.234,0.9399,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,2.9955037,0.47194386,5.5143237,0.0095152855,277.2645
6.8,49.2,103227.67,0.99999225,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,2.9950588,1.0260897,5.7030034,1.2885022,276.9453
6.8,49.2,103233.664,0.9931407,2019-01-01 08:00:00,7530.0,5876.0,30144.0,0.0,3.7935944,0.48670435,6.485156,0.32493353,277.54117
6.8,49.2,103209.64,0.8882767,2019-01-01 09:00:00,176954.0,68914.0,275728.0,0.0,4.1984234,-0.078406334,6.5545807,-0.4065342,278.08365
6.8,49.2,103163.76,0.90338373,2019-01-01 10:00:00,634774.0,387310.0,873288.0,2211.3672,4.506716,0.3939247,7.1127815,0.3498211,278.5372
6.8,49.2,103147.016,0.69339633,2019-01-01 11:00:00,1312470.0,751113.0,1588764.0,4481.7344,5.040556,-1.5928183,7.8680596,-2.597692,278.7284
6.8,49.2,103067.055,0.8393392,2019-01-01 12:00:00,2075254.0,1189174.0,2407970.0,6749.289,5.050343,-1.5215468,7.608835,-2.3363762,278.83316
6.8,49.2,103042.266,0.9919658,2019-01-01 13:00:00,2772526.0,1504897.0,3106600.0,6749.289,4.6819935,-0.030751228,7.222518,-0.16307211,278.87317
6.8,49.2,103057.36,0.99999225,2019-01-01 14:00:00,3260466.0,1651808.0,3586244.0,6749.289,4.3483434,0.4091072,7.2236376,0.50401354,278.62515
6.8,49.2,103056.6,0.99999225,2019-01-01 15:00:00,3475824.0,1731941.0,3880590.0,6749.289,4.179739,0.74058247,7.0786285,0.86650133,278.4463
6.8,49.2,103064.35,1.0000075,2019-01-01 16:00:00,3496154.0,1740488.0,3939106.0,6749.289,4.2980733,0.7747421,7.441431,0.81239843,278.26596
6.8,49.2,103070.875,1.0000075,2019-01-01 17:00:00,3496154.0,1740488.0,3939106.0,6749.289,4.623271,0.26023817,8.015308,-0.13223362,278.2566
6.8,49.2,103062.65,0.99877155,2019-01-01 18:00:00,3496154.0,1740488.0,3939106.0,6749.289,4.7905407,-0.62664795,8.229742,-1.5935469,278.39886
6.8,49.2,103071.34,0.9750123,2019-01-01 19:00:00,3496154.0,1740488.0,3939106.0,6749.289,4.5009327,-1.2836945,7.6413083,-2.695618,278.65924
6.8,49.2,103099.55,0.9417311,2019-01-01 20:00:00,3496154.0,1740488.0,3939106.0,6749.289,3.9270544,-2.8976333,6.5349855,-5.021491,278.77435
6.8,49.2,103184.2,0.6027238,2019-01-01 21:00:00,3496154.0,1740488.0,3939106.0,6749.289,2.4750097,-3.9882123,4.065354,-6.842046,277.9221
6.8,49.2,103201.83,0.8594361,2019-01-01 22:00:00,3496154.0,1740488.0,3939106.0,6749.289,3.318477,-2.2110662,5.7399554,-4.660085,276.58218
6.8,49.2,103241.42,0.6221798,2019-01-01 23:00:00,3496154.0,1740488.0,3939106.0,6749.289,3.124515,-2.4539793,5.452177,-4.9657655,276.2314
6.8,49.2,103266.31,0.786495,2019-01-02 00:00:00,0.0,0.0,0.0,-0.0078125,3.570311,-2.2104447,6.301827,-4.4673605,276.08014
6.8,49.2,103322.88,0.45865774,2019-01-02 01:00:00,0.0,0.0,0.0,-0.0078125,3.0546737,-3.3266318,5.0354843,-5.9262795,276.30444
6.8,49.2,103404.58,0.37851435,2019-01-02 02:00:00,0.0,0.0,0.0,-0.0078125,2.542091,-3.1066532,4.2348447,-5.708824,275.93713
6.8,49.2,103443.875,0.49045876,2019-01-02 03:00:00,0.0,0.0,0.0,-0.0078125,2.5104363,-2.1834297,4.3862786,-4.894828,274.94327
6.8,49.2,103466.78,0.49517396,2019-01-02 04:00:00,0.0,0.0,0.0,-0.0078125,2.8344798,-1.9951831,4.949256,-4.594431,274.45746
6.8,49.2,103445.36,0.49882102,2019-01-02 05:00:00,0.0,0.0,0.0,-0.0078125,2.9852557,-1.0200739,5.6426444,-3.2211118,273.83823
6.8,49.2,103472.49,0.46892747,2019-01-02 06:00:00,0.0,0.0,0.0,-0.0078125,3.27459,-0.85498285,5.9786496,-2.8569138,273.7999
6.8,49.2,103532.4,0.6375613,2019-01-02 07:00:00,0.0,0.0,0.0,-0.0078125,3.4070396,-0.58397627,6.31893,-2.5416298,273.4993
6.8,49.2,103556.79,0.51485884,2019-01-02 08:00:00,8236.0,14775.0,38056.0,449.7422,3.740524,-0.38586688,6.765393,-2.0865152,273.69904
6.8,49.2,103605.49,0.5753479,2019-01-02 09:00:00,185694.0,210541.0,399208.0,3071.7422,3.8110528,-0.6894629,6.3926873,-2.3683035,274.63193
6.8,49.2,103619.805,0.45934445,2019-01-02 10:00:00,655920.0,597558.0,1051614.0,6672.0547,3.6927645,-1.0560937,6.177117,-2.8297982,275.87732
6.8,49.2,103600.305,0.54360795,2019-01-02 11:00:00,1347034.0,1179931.0,1957212.0,10272.375,3.4709044,-3.6109314,5.2118597,-5.651403,276.53757
6.8,49.2,103582.14,0.47448197,2019-01-02 12:00:00,2138482.0,1873526.0,2988634.0,13872.6875,2.5359821,-4.591615,3.6975217,-7.08108,276.8961
6.8,49.2,103547.81,0.61786115,2019-01-02 13:00:00,2877516.0,2538802.0,3974230.0,17473.004,2.4010334,-4.86691,3.346908,-7.581387,277.52338
6.8,49.2,103565.31,0.36180508,2019-01-02 14:00:00,3421122.0,3050584.0,4758670.0,21073.32,2.1944454,-4.420521,3.252841,-7.223569,277.34393
6.8,49.2,103613.73,0.08435506,2019-01-02 15:00:00,3677948.0,3357982.0,5254962.0,24673.637,1.6693673,-3.7700193,2.5516133,-6.901905,276.6016
6.8,49.2,103675.625,0.33032453,2019-01-02 16:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.6532621,-2.4124131,2.9585247,-5.9985876,274.7504
6.8,49.2,103718.77,0.060031265,2019-01-02 17:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.4644451,-2.3120723,2.6944954,-6.0363364,273.89423
6.8,49.2,103760.74,0.04153663,2019-01-02 18:00:00,3707900.0,3409284.0,5357484.0,26099.39,0.9549167,-2.3107858,1.4609334,-6.141608,273.04877
6.8,49.2,103800.18,0.031007499,2019-01-02 19:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.0243347,-1.8378106,1.4552324,-5.5115724,272.0507
6.8,49.2,103834.95,0.0184336,2019-01-02 20:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.3083935,-1.6452758,1.4926455,-4.7672257,270.95523
6.8,49.2,103829.61,0.005066186,2019-01-02 21:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.5830112,-1.1572924,1.5938389,-3.9702435,270.30457
6.8,49.2,103820.57,0.0023041964,2019-01-02 22:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.6068909,-0.63671947,2.0509908,-3.3609426,270.22864
6.8,49.2,103845.41,0.39504048,2019-01-02 23:00:00,3707900.0,3409284.0,5357484.0,26099.39,1.5377505,-0.48020458,2.3036182,-2.9893012,270.04575
6.8,49.2,103925.016,0.3531224,2019-01-03 00:00:00,0.0,0.0,0.0,-0.0078125,1.3200524,-0.71554923,1.8073807,-3.062914,272.7608
6.8,49.2,103965.0,0.3449738,2019-01-03 01:00:00,0.0,0.0,0.0,-0.0078125,1.290976,-1.1953145,1.927912,-3.5274355,271.6575
6.8,49.2,103985.45,0.1394422,2019-01-03 02:00:00,0.0,0.0,0.0,-0.0078125,1.0630999,-1.5736336,1.6308091,-4.006491,271.14767
6.8,49.2,103987.1,0.023682863,2019-01-03 03:00:00,0.0,0.0,0.0,-0.0078125,0.7723377,-1.8509494,0.9867897,-4.2256155,270.38745
6.8,49.2,103950.875,0.19292712,2019-01-03 04:00:00,0.0,0.0,0.0,-0.0078125,1.2923286,-1.6578029,0.91340303,-3.5363796,269.73886
6.8,49.2,103895.24,0.16591763,2019-01-03 05:00:00,0.0,0.0,0.0,-0.0078125,1.6432717,-1.0442526,1.4288859,-3.0746527,269.6619
6.8,49.2,103928.92,0.06799677,2019-01-03 06:00:00,0.0,0.0,0.0,-0.0078125,1.676405,-0.91268265,1.4324436,-2.8784468,269.68802
6.8,49.2,103914.11,0.5657497,2019-01-03 07:00:00,0.0,0.0,0.0,-0.0078125,1.4955239,-0.6823245,2.294398,-2.9075143,270.3328
6.8,49.2,103970.79,0.93075943,2019-01-03 08:00:00,8390.0,15304.0,40024.0,450.1172,1.414381,-1.00394,2.1743116,-3.3636513,271.59384
6.8,49.2,103955.01,0.97658396,2019-01-03 09:00:00,183836.0,116636.0,314900.0,450.1172,1.9715623,-1.1022853,2.7044713,-3.000866,273.15088
6.8,49.2,103918.625,0.89698994,2019-01-03 10:00:00,643812.0,279596.0,764216.0,450.1172,2.0151765,-1.3224546,3.4761384,-2.9852142,274.07077
6.8,49.2,103899.0,0.70951045,2019-01-03 11:00:00,1327288.0,501701.0,1347196.0,450.1172,1.7960906,-1.5851514,2.8708134,-3.059001,274.67374
6.8,49.2,103848.94,0.9645442,2019-01-03 12:00:00,2106880.0,882630.0,2109148.0,4049.0195,1.8065717,-1.7393143,2.4433944,-2.7739153,275.4482
6.8,49.2,103802.03,0.92462504,2019-01-03 13:00:00,2820108.0,1123761.0,2714026.0,4049.0195,1.6054049,-1.7388713,2.3793483,-3.0679448,275.62164
6.8,49.2,103813.234,0.8947315,2019-01-03 14:00:00,3337292.0,1332218.0,3226776.0,4049.0195,1.4387238,-1.6321092,2.094254,-3.5190508,275.92432
6.8,49.2,103812.03,0.9489641,2019-01-03 15:00:00,3574526.0,1466639.0,3564330.0,4382.4453,1.0445046,-2.5105712,1.422214,-5.0657797,275.94284
6.8,49.2,103837.44,0.7438445,2019-01-03 16:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.8642998,-2.7799132,1.040606,-5.7790527,275.22443
6.8,49.2,103876.6,0.5076259,2019-01-03 17:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.38893747,-2.405581,0.06879473,-5.7857604,273.97147
6.8,49.2,103880.51,0.5048792,2019-01-03 18:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.51403284,-2.0848515,0.17642784,-5.5258293,273.04303
6.8,49.2,103883.37,0.70723677,2019-01-03 19:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.6012614,-2.2983758,0.3521099,-5.932775,272.4496
6.8,49.2,103884.72,0.9846716,2019-01-03 20:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.74495196,-2.3351448,0.686573,-5.6370687,273.2255
6.8,49.2,103898.25,0.9107541,2019-01-03 21:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.9758711,-2.3050208,1.2371922,-5.0082035,274.05557
6.8,49.2,103890.055,0.8328233,2019-01-03 22:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.3987422,-2.7023888,0.009196281,-5.5124135,274.2081
6.8,49.2,103894.945,0.991691,2019-01-03 23:00:00,3600462.0,1499727.0,3651174.0,4382.4453,0.8984473,-1.5678747,-0.13624191,-3.0031018,272.6534
6.8,49.2,103927.7,0.999565,2019-01-04 00:00:00,0.0,-1.0,0.0,0.0,1.3448672,-0.6302328,2.1568522,-2.5667086,274.19498
6.8,49.2,103937.94,0.9996718,2019-01-04 01:00:00,0.0,-1.0,0.0,0.0,1.0605214,-0.878592,1.3226244,-2.845742,274.21417
6.8,49.2,103926.984,0.9974439,2019-01-04 02:00:00,0.0,-1.0,0.0,0.0,-0.18255138,-1.2873311,-1.2269363,-3.3341918,274.0696
6.8,49.2,103903.47,0.9996108,2019-01-04 03:00:00,0.0,-1.0,0.0,0.0,-0.062193394,-1.7084422,-1.4134893,-3.322872,273.38614
6.8,49.2,103870.28,0.84951735,2019-01-04 04:00:00,0.0,-1.0,0.0,0.0,0.2943673,-1.7606802,-0.75050783,-3.853771,272.801
6.8,49.2,103836.69,0.20659974,2019-01-04 05:00:00,0.0,-1.0,0.0,0.0,0.66409206,-1.8665307,0.0028800964,-4.0247,271.02914
6.8,49.2,103862.36,0.19527712,2019-01-04 06:00:00,0.0,-1.0,0.0,0.0,0.59300566,-1.8944825,0.31810713,-4.6020103,271.0694
6.8,49.2,103870.04,0.70015633,2019-01-04 07:00:00,0.0,-1.0,0.0,0.0,0.9307604,-1.7588472,0.42382073,-4.205251,271.0534
6.8,49.2,103887.875,0.90721387,2019-01-04 08:00:00,8456.0,17476.0,39446.0,283.10156,0.99808574,-1.565017,0.63668275,-3.9273498,271.6605
6.8,49.2,103936.74,0.47977716,2019-01-04 09:00:00,186034.0,233442.0,411922.0,2533.5352,1.2485809,-1.5136955,1.2197812,-3.5934153,273.40854
6.8,49.2,103900.35,0.9263494,2019-01-04 10:00:00,650350.0,772315.0,1224392.0,6133.8164,0.99959016,-2.4287758,1.2685719,-3.4190903,274.8643
6.8,49.2,103833.25,0.9649714,2019-01-04 11:00:00,1338370.0,1347806.0,2146858.0,9734.098,1.1237094,-1.8601155,1.4240329,-2.600102,275.17126
6.8,49.2,103756.47,0.99958026,2019-01-04 12:00:00,2122480.0,1942856.0,3114082.0,13334.383,1.6231953,-2.038824,2.1386752,-2.906869,275.46817
6.8,49.2,103729.44,0.99999225,2019-01-04 13:00:00,2847400.0,2391015.0,3907586.0,13334.383,1.8650397,-2.1639204,2.50365,-3.1626966,275.7143
6.8,49.2,103667.695,0.99958026,2019-01-04 14:00:00,3377828.0,2661076.0,4464402.0,13334.383,2.356251,-1.3771436,3.3555763,-2.2090025,275.83783
6.8,49.2,103667.78,0.99483454,2019-01-04 15:00:00,3623822.0,2785079.0,4771638.0,13334.383,1.8834696,-0.1339724,3.4899902,-1.0617399,275.5853
6.8,49.2,103632.11,0.99768806,2019-01-04 16:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.6232953,-0.002002716,4.997723,-0.8477955,275.30896
6.8,49.2,103634.51,0.9939952,2019-01-04 17:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.9775994,-0.9413693,5.4660196,-2.360688,275.4087
6.8,49.2,103651.625,0.9148437,2019-01-04 18:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.4901493,-2.2486925,4.2185044,-4.38184,275.68045
6.8,49.2,103626.19,0.9173615,2019-01-04 19:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.5130925,-2.133219,4.398361,-4.071111,275.11636
6.8,49.2,103622.59,0.9655513,2019-01-04 20:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.2317557,-1.32124,3.9195411,-2.8763053,274.65155
6.8,49.2,103597.96,0.99082124,2019-01-04 21:00:00,3652266.0,2800892.0,4837638.0,13334.383,2.669934,-0.9225819,4.6729293,-2.0482612,274.4649
6.8,49.2,103600.836,0.9933238,2019-01-04 22:00:00,3652266.0,2800892.0,4837638.0,13334.383,3.0167158,-1.3730197,5.294773,-2.653305,274.26678
6.8,49.2,103583.086,0.9874489,2019-01-04 23:00:00,3652266.0,2800892.0,4837638.0,13334.383,3.078023,-1.2873311,5.364133,-2.535579,274.19315
6.8,49.2,103636.36,0.99694043,2019-01-05 00:00:00,0.0,1.0,0.0,0.0078125,3.118766,-0.21015406,5.5465956,-0.9989195,274.2641
6.8,49.2,103584.72,0.99848163,2019-01-05 01:00:00,0.0,1.0,0.0,0.0078125,3.0853603,-0.33959174,5.3235183,-1.1472108,274.2379
6.8,49.2,103585.0,0.9995651,2019-01-05 02:00:00,0.0,1.0,0.0,0.0078125,3.0868788,-0.5563128,5.2902308,-1.5072541,274.2192
6.8,49.2,103537.984,0.9983901,2019-01-05 03:00:00,0.0,1.0,0.0,0.0078125,3.340079,-0.32124233,5.807929,-1.0701513,274.1721
6.8,49.2,103462.51,0.999794,2019-01-05 04:00:00,0.0,1.0,0.0,0.0078125,3.5279863,-0.50324845,6.260542,-1.4567444,274.07825
6.8,49.2,103402.836,0.9989242,2019-01-05 05:00:00,0.0,1.0,0.0,0.0078125,3.7724557,-0.2002356,6.6515484,-1.1472108,274.0487
6.8,49.2,103329.766,1.0000076,2019-01-05 06:00:00,0.0,1.0,0.0,0.0078125,4.1888885,-0.34008765,7.435051,-1.0779219,274.06702
6.8,49.2,103313.97,0.9996414,2019-01-05 07:00:00,0.0,1.0,0.0,0.0078125,4.461069,-0.51068735,7.671046,-1.4224238,274.26746
6.8,49.2,103311.29,0.9999924,2019-01-05 08:00:00,5414.0,1926.0,25948.0,0.0078125,4.2621536,-0.1818862,7.3808966,-1.2242706,274.6773
