longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
5.8,52.2,103077.45,0.99950397,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,4.9769397,1.8999023,8.450895,2.5864248,280.4853
5.8,52.2,103030.69,1.0000075,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,5.379989,1.7687464,8.918955,2.3543243,280.56485
5.8,52.2,102967.24,0.9929576,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,5.981004,1.4482355,9.728541,1.7710977,280.7427
5.8,52.2,102932.17,0.98113143,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,5.958316,1.4878778,9.895386,1.9106827,280.2842
5.8,52.2,102858.086,0.99999225,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,5.9899015,1.6426506,10.142292,2.1454878,279.82028
5.8,52.2,102762.5,1.0000075,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,6.198544,1.2504468,10.19828,1.5146513,280.1197
5.8,52.2,102703.93,0.99999225,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,6.210555,0.84643507,10.190443,0.7458525,280.4448
5.8,52.2,102687.01,0.99999225,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,6.14427,0.4993558,10.049353,0.08796406,280.68835
5.8,52.2,102687.77,0.99999225,2019-01-01 08:00:00,0.0,0.0,1772.0,0.0,6.0726466,0.112213135,9.92338,-0.56126785,280.92404
5.8,52.2,102653.99,1.0000075,2019-01-01 09:00:00,64004.0,21370.0,147172.0,0.0,6.1767454,-0.89992523,9.935137,-2.1967912,281.31088
5.8,52.2,102631.44,0.9714721,2019-01-01 10:00:00,318516.0,77996.0,448612.0,0.0,4.803887,-2.7677422,7.4033594,-5.0923657,281.7926
5.8,52.2,102645.414,0.99761176,2019-01-01 11:00:00,783114.0,245208.0,927370.0,0.0,4.341225,-3.5247374,6.611129,-5.908775,281.7343
5.8,52.2,102659.75,0.37530994,2019-01-01 12:00:00,1350872.0,425774.0,1428290.0,0.0,4.3977237,-4.517898,6.7348623,-7.383613,281.38846
5.8,52.2,102716.03,0.5012322,2019-01-01 13:00:00,1883992.0,911379.0,2215580.0,3599.4375,4.3701415,-5.299775,6.51315,-8.290915,281.0426
5.8,52.2,102771.79,0.8676152,2019-01-01 14:00:00,2256726.0,1286402.0,2848604.0,7198.867,4.6521873,-5.0712004,6.983449,-8.243845,280.55893
5.8,52.2,102812.67,0.80318916,2019-01-01 15:00:00,2399794.0,1409806.0,3133198.0,8999.992,4.4577804,-5.0606575,6.74662,-8.505161,280.14587
5.8,52.2,102850.04,0.877885,2019-01-01 16:00:00,2407324.0,1418888.0,3166888.0,8999.992,4.769632,-5.76325,7.1698895,-9.45845,279.927
5.8,52.2,102888.81,0.8594056,2019-01-01 17:00:00,2407324.0,1418888.0,3166888.0,8999.992,4.739381,-5.816809,7.1822066,-9.518504,279.41367
