longitude,latitude,msl,tcc,time,cdir,ssr,tsr,sund,u10,v10,u100,v100,t2m
9.8,51.2,103109.71,0.99999225,2019-01-01 00:00:00,0.0,0.0,0.0,0.0,3.4621687,1.49336,6.250006,2.038906,278.66022
9.8,51.2,103034.57,1.0000075,2019-01-01 01:00:00,0.0,0.0,0.0,0.0,4.144594,1.2352648,7.1603713,1.511405,278.6059
9.8,51.2,102919.36,1.0000075,2019-01-01 02:00:00,0.0,0.0,0.0,0.0,3.7388759,2.1550455,6.6072097,3.4937267,278.6627
9.8,51.2,102839.11,0.99826795,2019-01-01 03:00:00,0.0,0.0,0.0,0.0,6.132704,1.2192392,10.318095,1.694272,279.09253
9.8,51.2,102776.72,0.99999225,2019-01-01 04:00:00,0.0,0.0,0.0,0.0,5.7292094,0.19318438,9.569535,-0.041882515,278.65726
9.8,51.2,102681.96,1.0000075,2019-01-01 05:00:00,0.0,0.0,0.0,0.0,5.597084,0.42766285,9.306392,0.618711,278.29166
9.8,51.2,102655.29,0.9822453,2019-01-01 06:00:00,0.0,0.0,0.0,0.0,5.290126,-0.033281803,8.80194,-0.45576763,277.97842
9.8,51.2,102611.81,0.98032266,2019-01-01 07:00:00,0.0,0.0,0.0,0.0,5.479194,0.58327913,9.158024,0.6414342,277.74423
9.8,51.2,102570.336,0.99996173,2019-01-01 08:00:00,8282.0,9082.0,36350.0,0.0,5.5152287,1.123508,9.340544,1.475697,277.4557
9.8,51.2,102442.38,1.0000075,2019-01-01 09:00:00,152104.0,42204.0,254450.0,0.0,5.981004,1.3735905,10.019119,1.9041901,277.43396
9.8,51.2,102401.02,0.99999225,2019-01-01 10:00:00,536132.0,105242.0,598446.0,0.0,5.9400764,1.0454888,9.986647,1.3983302,277.50262
9.8,51.2,102345.98,0.99999225,2019-01-01 11:00:00,1089584.0,177896.0,1028440.0,0.0,5.711415,0.89324665,9.669754,0.9931016,277.64444
9.8,51.2,102257.38,1.0000075,2019-01-01 12:00:00,1697250.0,236126.0,1456662.0,0.0,5.582848,0.09703112,9.432365,-0.3416109,277.97052
9.8,51.2,102242.64,0.99999225,2019-01-01 13:00:00,2226606.0,305040.0,1860058.0,0.0,5.793715,-1.1626594,9.474356,-2.3704607,278.4211
9.8,51.2,102230.77,0.5393202,2019-01-01 14:00:00,2570724.0,364338.0,2177456.0,0.0,6.493046,-2.330414,10.444068,-4.1017456,278.39886
9.8,51.2,102248.87,0.8613893,2019-01-01 15:00:00,2688192.0,481332.0,2436340.0,1801.125,6.3827186,-3.040598,10.356167,-5.3569274,277.76697
9.8,51.2,102266.55,0.862076,2019-01-01 16:00:00,2690450.0,486140.0,2450526.0,1801.125,6.7306046,-2.8512435,10.933403,-5.123204,276.94138
9.8,51.2,102306.91,0.67383355,2019-01-01 17:00:00,2690450.0,486140.0,2450526.0,1801.125,6.725266,-4.12696,10.819748,-6.8804584,276.3065
9.8,51.2,102364.016,0.5145385,2019-01-01 18:00:00,2690450.0,486140.0,2450526.0,1801.125,6.0668635,-4.004238,9.818682,-6.8609815,275.66077
9.8,51.2,102386.57,0.65498793,2019-01-01 19:00:00,2690450.0,486140.0,2450526.0,1801.125,5.9667683,-4.212991,9.730221,-7.1314945,274.9908
9.8,51.2,102394.97,0.42751306,2019-01-01 20:00:00,2690450.0,486140.0,2450526.0,1801.125,5.7492285,-4.366921,9.31703,-7.538888,274.60196
9.8,51.2,102434.27,0.45392743,2019-01-01 21:00:00,2690450.0,486140.0,2450526.0,1801.125,5.8675632,-4.452531,9.575694,-7.6579137,274.06393
9.8,51.2,102443.79,0.48076907,2019-01-01 22:00:00,2690450.0,486140.0,2450526.0,1801.125,6.220787,-4.037976,10.178684,-6.8993945,273.83667
9.8,51.2,102454.6,0.3593179,2019-01-01 23:00:00,2690450.0,486140.0,2450526.0,1801.125,6.3204374,-3.9911644,10.274425,-6.9626946,273.9498
9.8,51.2,102566.53,0.9926827,2019-01-02 00:00:00,0.0,0.0,0.0,-0.0078125,5.3904524,-4.3411913,8.689493,-7.5053577,273.6465
9.8,51.2,102570.98,0.9227479,2019-01-02 01:00:00,0.0,0.0,0.0,-0.0078125,5.766976,-4.1846766,9.179426,-7.250153,273.99622
9.8,51.2,102595.3,0.8903518,2019-01-02 02:00:00,0.0,0.0,0.0,-0.0078125,5.720327,-4.7292624,9.137024,-8.135925,273.98624
9.8,51.2,102612.27,0.53132397,2019-01-02 03:00:00,0.0,0.0,0.0,-0.0078125,5.603427,-4.940665,8.9168215,-8.423562,274.1488
9.8,51.2,102646.97,0.46821025,2019-01-02 04:00:00,0.0,0.0,0.0,-0.0078125,4.6454577,-4.942809,7.546435,-8.4432335,274.07443
9.8,51.2,102660.91,0.1271277,2019-01-02 05:00:00,0.0,0.0,0.0,-0.0078125,4.0690103,-4.5174313,6.5865226,-7.871682,274.24966
9.8,51.2,102737.414,0.085881025,2019-01-02 06:00:00,0.0,0.0,0.0,-0.0078125,3.622791,-3.968986,6.0296025,-7.3479815,273.6676
9.8,51.2,102809.11,0.21497723,2019-01-02 07:00:00,0.0,0.0,0.0,-0.0078125,3.4553547,-3.8960888,5.7894464,-7.2108088,273.4107
9.8,51.2,102877.164,0.57926965,2019-01-02 08:00:00,10482.0,20520.0,46600.0,899.4922,3.5950239,-3.9484034,5.975799,-7.117234,273.24774
9.8,51.2,102961.164,0.64111674,2019-01-02 09:00:00,180452.0,213824.0,401538.0,3681.4531,2.6484394,-3.743862,4.5573096,-7.6180725,273.71323
9.8,51.2,103023.07,0.20928541,2019-01-02 10:00:00,603506.0,532303.0,966180.0,7281.7656,2.2241564,-4.77343,3.217922,-7.6297693,274.52954
9.8,51.2,103059.55,0.32744047,2019-01-02 11:00:00,1237714.0,1165157.0,1882652.0,10882.086,1.2128742,-7.264375,1.848604,-11.181366,275.05716
9.8,51.2,103117.375,0.31070068,2019-01-02 12:00:00,1940058.0,1930983.0,2938926.0,14482.402,1.0457156,-7.1027145,1.5336218,-10.8761835,275.1139
9.8,51.2,103136.72,0.24847203,2019-01-02 13:00:00,2560038.0,2596259.0,3877146.0,18080.398,1.3294964,-6.7806797,2.0346005,-10.447653,274.89957
9.8,51.2,103206.63,0.04252851,2019-01-02 14:00:00,2966620.0,3049353.0,4551298.0,21680.715,2.027009,-5.2168174,3.0896487,-8.5182,274.50616
9.8,51.2,103310.58,0.16716892,2019-01-02 15:00:00,3111880.0,3245940.0,4883714.0,25028.336,1.502764,-4.585612,2.235562,-8.1518755,273.53265
